ticker,oldest_date,Name_,IncInDt,LastName,FirstName,URL
CRBN,2014-12-11,,,,,
CRBO,,Carbon Energy Corp,2007-08-22 00:00:00.000,McDonald,Patrick,https://www.carbonenergycorp.com/
CRBP,2015-04-17,Corbus Pharmaceuticals Holdings Inc,2013-12-18 00:00:00.000,Cohen,Yuval,https://www.corbuspharma.com/
CRBU,2021-07-23,,,,,
CRC,2014-12-03,California Resources Corp,2014-04-23 00:00:00.000,Leon,Francisco,https://www.crc.com/
CRCT,2021-03-25,Cricut Inc,1969-06-01 00:00:00.000,Arora,Ashish,https://cricut.com/
CRCUF,,Canagold Resources Ltd (USA),1987-01-22 00:00:00.000,Doyle,Michael,https://www.canagoldresources.com/
CRD.A,2012-09-28,,,,,
CRD.B,2012-09-28,Crawford & Company,1943-05-21 00:00:00.000,Verma,Rohit,https://www.crawco.com/
CRDF,2020-05-08,Cardiff Oncology Inc,2009-09-21 00:00:00.000,Erlander,Mark,https://cardiffoncology.com/
CRDL,2021-08-10,Cardiol Therapeutics Inc,2017-01-19 00:00:00.000,Waddick,Christopher,https://www.cardiolrx.com/
CRDO,2022-01-27,Credo Technology Group Holding Ltd,,Brennan,William,https://investors.credosemi.com/
CRDT,2023-06-27,,,,,
CRE,,Critical Elements Lithium Corp,2006-09-11 00:00:00.000,Brune,Marcus,https://www.cecorp.ca/en/
CREAL*,,Credito Real SAB de CV SOFOM ENR,,Romanos Berrondo,Angel Francisco,http://www.creditoreal.com.mx/
CREAY,,Creative Technology Ltd. (USA) (ADR),1983-07-18 00:00:00.000,Kwang,Toh Kay,https://asia.creative.com
CRECAPC1,,Credicorp Capital Peru SAA,2012-05-15 00:00:00.000,Risso Montes,Antonio,https://www.credicorpcapital.com/
CRED,2023-04-26,,,,,
CREDIT,,Banco Atlantida SA El Salvador,1995-03-17 00:00:00.000,Garbu,Vladislav,https://www.bancoatlantida.com.sv/
CREDITC1,,Banco de Credito del Peru,,Romero Belismelis,Luis Enrique,https://www.viabcp.com/
CREG,2007-08-22,Smart Powerr Corp,2001-09-06 00:00:00.000,Ku,Guohua,https://www.creg-cn.com/
CRES2,,Cresud S.A.C.I.F. y A.,1937-02-19 00:00:00.000,Perednik,David Alberto,https://www.cresud.com.ar/
CRESY,2007-08-20,Cresud S.A.C.I.F. y A. (ADR),1937-02-19 00:00:00.000,Perednik,David Alberto,https://www.cresud.com.ar/
CRETEXC1,,Creditex SAA,1980-08-14 00:00:00.000,Von Wedemeyer Knigge,Andreas Wolfgang,http://www.creditex.com.pe/
CREV,2023-11-03,Carbon Revolution PLC,2017-07-05 00:00:00.000,Toler,William,https://www.carbonrev.com/
CREX,2018-11-15,Creative Realities Inc,2000-03-23 00:00:00.000,McGill,Dennis,https://cri.com/
CRF,2007-08-21,Cornerstone Total Return Fund Inc,1973-03-16 00:00:00.000,Bradshaw,Joshua,http://www.cornerstonetotalreturnfund.com/
CRGH,,Carriage House Event Center Inc,2010-06-26 00:00:00.000,Ray,Alice,https://www.carriagehouseevent.com/
CRGO,2023-01-26,Freightos Ltd,,Cherni,Omri,https://www.freightos.com
CRGOW,2023-01-26,,,,,
CRGX,2023-11-10,CARGO Therapeutics Inc,2019-12-18 00:00:00.000,Chapman,Gina,https://cargo-tx.com
CRGY,2021-12-08,Crescent Energy Co,2011-01-01 00:00:00.000,Rockecharlie,David,https://www.crescentenergyco.com/
CRH,2007-08-20,CRH PLC,1949-06-20 00:00:00.000,Mintern,Jim,https://www.crh.com/
CRHKY,,China Resources Beer Hldngs Co Ltd(ADR),1965-08-05 00:00:00.000,Zhao,Wei,https://www.crbeer.com.hk/
CRI,2007-08-20,Carter's Inc,2003-09-30 00:00:00.000,Casey,Michael,http://www.carters.com/
CRIS,2007-08-20,Curis Inc,2000-02-14 00:00:00.000,Dentzer,James,https://www.curis.com/
CRISTALES,,Cristalerias de Chile S.A,1980-12-22 00:00:00.000,Eyzaguirre Baeza,Cristobal,https://www.cristalchile.cl/
CRIT,2022-03-29,Supreme Critical Metals Inc,1984-02-08 00:00:00.000,Tsafalas,George,http://www.victoryresourcescorp.com/
CRK,2007-08-20,Comstock Resources Inc,1983-11-23 00:00:00.000,Burns,Roland,https://www.comstockresources.com/
CRKN,2021-01-26,Crown Electrokinetics Corp.,2015-04-20 00:00:00.000,Krutz,Joel,https://www.crownek.com/
CRL,2007-08-20,Charles River Lbrtrs ntrntl Inc,1994-02-03 00:00:00.000,Foster,James,https://www.criver.com/
CRM,2007-08-20,Salesforce Inc,1999-02-03 00:00:00.000,Taylor,Bret,https://www.salesforce.com/
CRM.A,,Corimon CA,1949-01-01 00:00:00.000,Pernia Pacheco,Omar,https://www.corimon.com/
CRMBQ,,Crumbs Bake Shop Inc,2009-10-29 00:00:00.000,Slezak,Edward,http://www.crumbs.com
CRMD,2021-02-02,CorMedix Inc,2006-07-28 00:00:00.000,Todisco,Joseph,https://cormedix.com/
CRML,2024-02-28,,,,,
CRMO,,Carmot Therapeutics Inc,2008-01-18 00:00:00.000,Turner,Heather,https://carmot.us/
CRMT,2007-08-20,"America's Car-Mart, Inc.",1989-08-23 00:00:00.000,Campbell,Douglas,https://www.car-mart.com/
CRMZ,,CreditRiskMonitor.Com Inc,1977-02-25 00:00:00.000,Flum,Jerome,https://www.creditriskmonitor.com/
CRNC,2019-10-02,Cerence Inc,2019-02-14 00:00:00.000,Krzanich,Brian,https://www.cerence.com/
CRNT,2007-08-20,,,,,
CRNX,2018-07-18,Crinetics Pharmaceuticals Inc,2008-11-18 00:00:00.000,Struthers,R. Scott,https://www.crinetics.com/
CRON,2018-02-27,Cronos Group Inc,2020-07-09 00:00:00.000,Gorenstein,Michael,https://thecronosgroup.com/
CROX,2007-08-20,Crocs Inc,2005-04-15 00:00:00.000,Rees,Andrew,https://careers.crocs.com/
CRP,,Ceres Global Ag Corp.,2007-11-01 00:00:00.000,Vanasek,James,https://ceresglobalagcorp.com/
CRPC,,Critical Reagent Processing Corp,2016-10-14 00:00:00.000,Hobkirk,Adrian,https://www.crpc-corp.com/
CRPFY,,Corporacion Financiera Colombiana SA ADR,2005-12-30 00:00:00.000,Sarmiento Gutierrez,Luis Carlos,https://www.corficolombiana.com
CRPG5,,Tronox Pigmentos do Brasil SA,1966-01-25 00:00:00.000,Mattos Marino,Ciro,https://www.tronox-al.com.br/
CRPT,2021-09-21,,,,,
CRR.UN,,Crombie Real Estate Investment Trust,,Holly,Mark,https://www.crombie.ca/
CRRX,,CareRx Corp,2017-01-01 00:00:00.000,Murphy,David,https://www.carerx.ca/
CRS,2007-08-20,Carpenter Technology Corporation,1968-10-03 00:00:00.000,Thene,Tony,https://www.carpentertechnology.com/
CRS,2007-08-20,Crestview Exploration Inc,2019-05-16 00:00:00.000,Wensley,Christopher,https://crestviewexploration.com/
CRSH,2024-05-02,,,,,
CRSP,2016-10-19,Crispr Therapeutics AG,2013-10-31 00:00:00.000,Kulkarni,Samarth,https://crisprtx.com/
CRSR,2020-09-23,Corsair Gaming Inc,2017-07-19 00:00:00.000,Paul,Andrew,https://www.corsair.com/
CRT,2007-08-20,,,,,
CRT.UN,,CT Real Estate Investment Trust,2013-07-15 00:00:00.000,Salsberg,Kevin,https://www.ctreit.com/
CRTC,2023-11-16,,,,,
CRTD,,Creatd Inc,1999-12-30 00:00:00.000,Weisberg,Laurie,https://creatd.com/
CRTG,,Coretec Group Inc,1995-08-11 00:00:00.000,Kim,Seon Kee,https://www.thecoretecgroup.com/
CRTO,2013-10-30,Criteo SA (ADR),2005-09-19 00:00:00.000,Clarken,Megan,https://www.criteo.com/
CRUS,2007-08-20,"Cirrus Logic, Inc.",1998-08-26 00:00:00.000,Forsyth,John,https://www.cirrus.com/
CRUZ,2021-06-04,Cruz Battery Metals Corp,2007-03-28 00:00:00.000,Nelson,James,https://www.cruzbatterymetals.com/
CRUZADOS,,Cruzados SADP,2009-09-29 00:00:00.000,de Solminihac Tampier,Hernan,https://cruzados.cl/
CRVC,,Cross River Ventures Corp,2017-04-11 00:00:00.000,Wong,Sam,https://crossriverventures.com/
CRVL,2007-08-20,CorVel Corp,1991-05-16 00:00:00.000,Combs,Michael,https://www.corvel.com/
CRVO,2023-08-17,CervoMed Inc,2015-06-17 00:00:00.000,Alam,John,https://cervomed.com/
CRVS,2016-03-23,Corvus Pharmaceuticals Inc,2014-01-27 00:00:00.000,Miller,Richard,https://www.corvuspharma.com/
CRVW,,CareView Communications Inc,2007-11-06 00:00:00.000,Thompson,Jason,https://care-view.com/
CRW.UN,,C International Income Fund,1969-01-01 00:00:00.000,Brown,Steven,http://www.cinram.com/
CRWD,2019-06-12,Crowdstrike Holdings Inc,2011-11-07 00:00:00.000,Kurtz,George,https://ir.crowdstrike.com/
CRWE,,Crown Equity Holdings Inc,1995-08-31 00:00:00.000,Moradi,Ahmad,https://www.crownequityholdings.com/
CRWL,2024-11-12,,,,,
CRWN,,Crown Capital Partners Inc,1999-09-08 00:00:00.000,Fowlie,George,https://crowncapital.ca/
CRWS,2007-08-20,"Crown Crafts, Inc.",2003-08-05 00:00:00.000,Elliott,Olivia,https://www.crowncrafts.com/
CRYM,,Cryomass Technologies Inc,2011-05-10 00:00:00.000,Noel,Christian,https://cryomass.com/
CRZBY,,Commerzbank AG (ADR),1952-10-17 00:00:00.000,Weidmann,Jens,https://www.commerzbank.de/
CS,,Capstone Copper Corp,2015-08-15 00:00:00.000,Mackenzie,John,https://capstonecopper.com/
CSA,2015-07-10,,,,,
CSACOL,,Celsia Colombia SA ESP,1994-12-14 00:00:00.000,Sierra Fernandez,Ricardo,https://www.celsia.com/
CSAN,2021-03-11,Cosan SA - ADR,1966-07-08 00:00:00.000,Martins,Marcelo,https://www.cosan.com.br/
CSAN3,,Cosan SA,1966-07-08 00:00:00.000,Martins,Marcelo,https://www.cosan.com.br/
CSB,2015-07-10,,,,,
CSBB,,CSB Bancorp Inc (Ohio),1991-06-28 00:00:00.000,Steiner,Eddie,https://www.csb1.com/
CSBR,2015-08-21,Champions Oncology Inc,1985-06-04 00:00:00.000,Morris,Ronnie,https://championsoncology.com
CSCI,2024-08-09,COSCIENS Biopharma Inc (USA),1990-09-12 00:00:00.000,Miller,Ronald,https://www.zentaris.com/
CSCI,2024-08-09,COSCIENS Biopharma Inc,1990-09-12 00:00:00.000,Miller,Ronald,https://www.zentaris.com/
CSCMY,,COSCO Shipg Intrtl(SNGPRE)Co Ltd - ADR,1961-10-25 00:00:00.000,Zhu,Jian Dong,https://www.coscoshipping.com.sg/
CSCO,2007-08-20,Cisco Systems Inc,2021-01-15 00:00:00.000,Robbins,Charles,https://www.cisco.com/
CSCOTIC1,,CrediScotia Financiera SA,1994-11-03 00:00:00.000,Meek,James,https://www.crediscotia.com.pe
CSD,2007-08-21,,,,,
CSDX,,CS Diagnostics Corp,2010-10-20 00:00:00.000,Lewis,Richard,http://www.childrensinternetinc.com/
CSE.PR.A,,Capstone Infrastructure Corp,2010-05-20 00:00:00.000,Smith,Paul,https://www.capstoneinfrastructure.com/
CSF,2014-08-04,,,,,
CSG.H,,Cosigo Resources Ltd,2007-07-27 00:00:00.000,Collawn,Robert,https://www.cosigo.com/
CSGH,,China Sun Group High-Tech Co,2007-06-20 00:00:00.000,Wang,Bin,http://www.chinasungrouphightech.com/
CSGN,,Chase General Corp,1944-11-06 00:00:00.000,Yantis,Brian,http://www.cherrymash.com/
CSGP,2007-08-20,CoStar Group Inc,1998-02-02 00:00:00.000,Florance,Andrew,https://www.costargroup.com/
CSGS,2007-08-20,"CSG Systems International, Inc.",1994-10-17 00:00:00.000,Shepherd,Brian,https://www.csgi.com/
CSH.UN,,Chartwell Retirement Residences,2012-10-23 00:00:00.000,Volodarski,Vlad,https://chartwell.com
CSHEF,,China Enterprises Limited,1993-01-28 00:00:00.000,Chan,Ling,http://www.chinaenterpriseslimited.com/
CSHI,2022-08-30,,,,,
CSHP,2024-07-19,,,,,
CSIQ,2007-08-20,Canadian Solar Inc,2022-07-29 00:00:00.000,Chang,Huifeng,https://www.canadiansolar.com/
CSKD,,China Skyrise Digital Service Inc,2006-06-05 00:00:00.000,Zhou,Mingchun,http://www.chinaskyrise.com
CSL,2007-08-20,"Carlisle Companies, Inc.",1986-02-28 00:00:00.000,Koch,Dale,https://www.carlisle.com/
CSL.H,,Comstock Metals Ltd,2007-12-13 00:00:00.000,Goldman,Steven,https://www.comstock-metals.com/
CSLM,2022-03-07,CSLM Acquisition Corp,2021-04-13 00:00:00.000,Binder,Jonathan,https://www.cimspac.com/
CSLMU,2022-01-13,,,,,
CSLR,2023-07-18,Complete Solaria Inc,2023-07-17 00:00:00.000,Rodgers,Thurman,https://www.completesolaria.com/
CSM,2009-07-15,,,,,
CSMD,2023-08-22,,,,,
CSMG3,,Companhia de Saneamento d Mns Grs CPS MG,1963-07-05 00:00:00.000,de Faria,Guilherme,https://www.copasa.com.br/
CSNA3,,Companhia Siderurgica Nacional SA,1941-04-09 00:00:00.000,Rabinovich,Jacks,https://www.csn.com.br/
CSO,,Corsa Coal Corp,2011-06-27 00:00:00.000,Sturdivant,Robert,https://www.corsacoal.com/
CSOC,,Caduceus Software Systems Corp,2006-12-13 00:00:00.000,Ji,David,https://www.caduceussoftware.net
CSOL,,China Solar & Clean Energy Solutions Inc,1983-03-21 00:00:00.000,Fields,Shelli,http://en.delienergy.com/
CSP,,Cave Shepherd & Co. Ltd.,2002-09-30 00:00:00.000,Williams,John,http://www.caveshepherd.com/
CSPI,2007-08-20,CSP Inc,1968-09-03 00:00:00.000,Dellovo,Victor,https://www.cspi.com/
CSQ,2007-08-20,Canamex Gold Corp,2009-10-06 00:00:00.000,Vincent,David,http://canamexgold.com/
CSQ,2007-08-20,Calamos Strategic Total Return Fund,2003-12-31 00:00:00.000,Calamos,John,https://www.calamos.com/funds/closed-end/strategic-total-return-csq/
CSR,2020-12-21,AEP Texas Inc,1925-07-21 00:00:00.000,Sloat,Julie,https://www.aeptexas.com/
CSR,2020-12-21,Centerspace,1997-08-01 00:00:00.000,Olson,Anne,https://www.centerspacehomes.com/
CSR,2020-12-21,Copper Standard Resources Inc,2018-11-07 00:00:00.000,Groot,Marcel,https://copperstandard.com/
CSS,,Contrans Group Inc,2009-10-15 00:00:00.000,Rumble,Gregory,http://www.contrans.ca
CSSEQ,,Chicken Soup for The Soul Entrtnmnt Inc,2016-05-04 00:00:00.000,Smith,Galen,https://cssentertainment.com
CSSV,,Caspian Services Inc.,1998-07-14 00:00:00.000,Kotov,Alexey,https://www.caspianservices.net/
CSTAF,,Constellation Acquisition Corp I,2020-10-20 00:00:00.000,Davis,Richard,https://constellationacquisition.com/
CSTE,2012-03-22,Caesarstone Ltd,1989-12-31 00:00:00.000,Reis,David,https://www.caesarstone.co.il/
CSTL,2019-07-25,Castle Biosciences Inc,2007-09-12 00:00:00.000,Maetzold,Derek,https://castlebiosciences.com/
CSTM,2013-05-24,Constellium SE,2017-09-01 00:00:00.000,Germain,Jean-Marc,https://www.constellium.com/
CSTR,,CryptoStar Corp,2017-01-06 00:00:00.000,Jellins,David,https://cryptostar.com/
CSU,,Constellation Software Inc.,2002-03-01 00:00:00.000,Symons,Barry,https://www.csisoftware.com/
CSUAY,,China Shenhua Energy Co Ltd - ADR,2004-11-08 00:00:00.000,Zhang,Changyan,http://www.csec.com/
CSUD3,,CSU Digital SA,1997-04-18 00:00:00.000,Ribeiro Leite,Ricardo Jose,https://www2.csu.com.br/
CSV,2007-08-20,"Carriage Services, Inc.",1993-12-29 00:00:00.000,Quezada,Carlos,https://www.carriageservices.com/
CSW.A,,Corby Spirit and Wine Ltd,1979-01-23 00:00:00.000,Alonso,Juan,https://corby.ca/en/
CSWC,2007-08-20,Capital Southwest Corporation,1961-04-19 00:00:00.000,Diehl,Bowen,https://www.capitalsouthwest.com/
CSWCZ,2023-06-15,,,,,
CSWI,2015-10-05,,,,,
CSX,2015-12-22,CSX Corp,1978-11-14 00:00:00.000,Hinrichs,Joseph,https://www.csx.com/
CSX.H,,Clean Seed Capital Group Ltd,2010-01-28 00:00:00.000,Rush,Colin,https://www.cleanseedcapital.com/
CTA,2022-03-08,Centaurus Energy Inc,,Penafiel,Jose,http://www.ctaurus.com/
CTA.A,2019-06-03,,,,,
CTA.B,2019-06-03,,,,,
CTAA,,Qwest Corp,1911-07-17 00:00:00.000,Notebaert,Richard,http://www.centurylink.com
CTAS,2007-08-20,Cintas Corp,1986-11-13 00:00:00.000,Schneider,Todd,https://www.cintas.com/
CTAXTELA,,Controladora Axtel SAB de CV,2022-09-13 00:00:00.000,Fernandez Garza,Alvaro,https://www.axtelcorp.mx/
CTBB,2016-08-23,,,,,
CTBG,,Coil Tubing Technology Inc,2005-11-30 00:00:00.000,Swinford,Jason,https://www.coiltubingtechnology.com/
CTBI,2007-08-20,"Community Trust Bancorp, Inc.",1980-08-12 00:00:00.000,Gooch,Mark,https://investors.ctbi.com/overview/default.aspx
CTBO,,Cantabio Pharmaceuticals Inc,2012-02-06 00:00:00.000,Peace,Simon,https://www.cantabio.com/
CTC,,Telefonica Chile SA,1931-02-18 00:00:00.000,Bueno Figueroa,Antonio Francisco,https://telefonicachile.cl/
CTC.A,,Canadian Tire Corporation Ltd,1980-01-01 00:00:00.000,Hicks,Gregory,https://corp.canadiantire.ca/English/home/default.aspx
CTCC,,City Capital Corp,1984-07-24 00:00:00.000,MacIntyre,Donald,http://www.city-capital.com
CTCX,2023-07-17,Carmell Corp,2021-01-21 00:00:00.000,Hubbell,Randolph,https://www.carmellrx.com/
CTDD,2017-04-28,,,,,
CTEC,2020-10-29,,,,,
CTEK,,CLEANTEK Industries Inc,2021-10-29 00:00:00.000,Gowanlock,Matt,https://www.cleantekinc.com/
CTEX,2021-09-30,,,,,
CTG,,Centenario Gold Corp,2020-12-01 00:00:00.000,Ma,Xiao Qin,https://centenariogold.com/
CTGL,,Citrine Global Corp,2010-05-26 00:00:00.000,Halperin,Ilanit,https://www.citrine-global.com/
CTGO,2021-11-24,Contango ORE Inc,2010-09-01 00:00:00.000,Nieuwenhuyse,Rick,https://www.contangoore.com/
CTH,,CoTec Holdings Corp,1986-12-15 00:00:00.000,Treger,Julian,https://cotec.ca/
CTHR,2007-08-20,"Charles & Colvard, Ltd.",1995-06-28 00:00:00.000,O'Connell,Don,https://www.charlesandcolvard.com/
CTIG,,CTI Group Holdings Inc,1988-03-18 00:00:00.000,Reinarts,Michael,https://www.enghousenetworks.com/
CTIO2,,Consultatio SA,1981-05-13 00:00:00.000,Chouhy Oria,Jose Miguel,https://www.consultatio.com.ar/
CTJHY,,CITIC Resources Holdings Ltd (ADR),1997-07-18 00:00:00.000,Hao,Weibao,http://resources.citic/
CTKA4,,Karsten SA,1933-12-12 00:00:00.000,Karsten,Joao,https://www.karsten.com.br/
CTKB,2021-07-23,Cytek Biosciences Inc,2014-12-15 00:00:00.000,Yan,Ming,https://cytekbio.com
CTKYY,,CooTek (Cayman) Inc (ADR),2012-03-01 00:00:00.000,Zhang,Kan,https://ir.cootek.com/
CTLP,2021-04-19,Cantaloupe Inc,1992-01-16 00:00:00.000,Venkatesan,Ravi,https://www.cantaloupe.com/
CTLT,2014-07-31,Catalent Inc,2007-03-14 00:00:00.000,Greisch,John,https://www.catalent.com/
CTM,2022-10-13,Canterra Minerals Corp,1999-02-18 00:00:00.000,Pennimpede,Christopher,https://canterraminerals.com/
CTM,2022-10-13,Castellum Inc,2010-09-30 00:00:00.000,Fuller,Mark,https://castellumus.com/
CTMX,2015-10-08,CytomX Therapeutics Inc,2010-09-16 00:00:00.000,Mccarthy,Sean,https://cytomx.com/
CTN,,Centurion Minerals Ltd,2005-03-11 00:00:00.000,Jensen,Gregg,https://centurionminerals.com/
CTNM,2024-04-05,Contineum Therapeutics Inc,2009-10-07 00:00:00.000,Stengone,Carmine,https://www.contineum-tx.com/
CTNR,,"Central Natural Resources, Inc.",1936-01-09 00:00:00.000,Wood,Phelps,https://www.centralholdings.com/
CTNT,2023-08-01,Cheetah Net Supply Chain Service Inc,2022-01-03 00:00:00.000,Liu,Huan,https://cheetah-net.com/
CTO,2021-02-01,CTO Realty Growth Inc,2020-08-19 00:00:00.000,Albright,John,https://ctoreit.com/
CTO.A,2021-07-08,,,,,
CTOR,2024-08-13,Citius Oncology Inc,2024-08-05 00:00:00.000,Yuan,Xiaofeng,https://www.tenxkeane.com/
CTOS,2021-04-05,Custom Truck One Source Inc,2019-07-30 00:00:00.000,Mcmonagle,Ryan,https://www.customtruck.com/
CTPCY,,CITIC Ltd (ADR),1985-01-08 00:00:00.000,Zhang,Wenwu,https://www.citic.com/
CTPR,,CTPartners Executive Search Inc,2003-09-18 00:00:00.000,Sullivan,Brian,http://www.ctnet.com/
CTRA,2017-08-10,Coterra Energy Inc,1989-12-14 00:00:00.000,Jorden,Thomas,https://coterra.com/
CTRE,2022-05-23,Caretrust REIT Inc,2013-10-29 00:00:00.000,Sedgwick,David,https://www.caretrustreit.com/
CTRI,2024-04-18,Centuri Holdings Inc,2023-06-09 00:00:00.000,Brown,Christian,https://centuri.com
CTRL,,Edge Total Intelligence Inc,2019-01-10 00:00:00.000,Barrett,James,https://edgeti.com/
CTRM,2019-02-11,Castor Maritime Inc,2017-09-11 00:00:00.000,Makris,Dionysios,https://castormaritime.com/
CTRN,2007-08-20,"Citi Trends, Inc.",1999-03-03 00:00:00.000,Seipel,Kenneth,https://cititrends.com/
CTS,2007-08-20,CTS Corp,1929-02-08 00:00:00.000,O'Sullivan,Kieran,https://www.ctscorp.com/
CTS,2007-08-20,Converge Technology Solutions Corp,2018-01-04 00:00:00.000,Berard,Greg,https://convergetp.com/
CTSH,2007-08-20,Cognizant Technology Solutions Corp,1988-04-06 00:00:00.000,Singisetti,Ravi,https://www.cognizant.com/
CTSO,2014-12-23,Cytosorbents Corp,2014-10-28 00:00:00.000,Chan,Phillip,https://cytosorbents.com/
CTTAY,,Continental AG (ADR),,Benner,Christiane,https://www.continental.com/
CTTH,,CTT Pharmaceutical Holdings Inc,1996-11-06 00:00:00.000,Modi,Pankaj,https://www.cttpharmaceuticals.com/
CTTT,,Critical Infrastructure Technologies Ltd,2021-08-11 00:00:00.000,Scott,Brenton,https://citech.com.au/
CTV,2014-10-02,Innovid Corp,2021-11-29 00:00:00.000,Netter,Zvika,https://investors.innovid.com/
CTV,2014-10-02,Cleantech Vanadium Mining Corp,2020-12-21 00:00:00.000,Lee,John,https://www.flynickel.com/
CTVA,2019-06-03,Corteva Inc,2018-03-16 00:00:00.000,Magro,Charles,https://www.corteva.com
CTXR,2017-08-03,Citius Pharmaceuticals Inc,2010-09-09 00:00:00.000,Holubiak,Myron,https://www.citiuspharma.com/
CTZ,,NamSys Inc,1999-10-31 00:00:00.000,Siemens,Jason,https://namsys.com/
CU,,Canadian Utilities Limited,1979-08-15 00:00:00.000,Southern-Heathcott,Linda,https://www.canadianutilities.com/en-ca.html
CUAU,,Forte Minerals Corp,2011-03-01 00:00:00.000,Elliott,Patrick,https://forteminerals.com/
CUB,2024-08-09,CubicFarm Systems Corp,2015-10-08 00:00:00.000,Benne,Leo,https://cubicfarms.com/
CUBA,2007-08-20,Herzfeld Caribbean Basin Fund Inc,1992-03-10 00:00:00.000,Herzfeld,Thomas,https://www.herzfeld.com
CUBB,2019-12-23,,,,,
CUBE,2007-08-20,CubeSmart,2004-07-26 00:00:00.000,Marr,Christopher,https://www.cubesmart.com/
CUBI,2014-12-30,Customers Bancorp Inc,2010-04-08 00:00:00.000,Sidhu,Samvir,https://www.customersbank.com/
CUBI.E,2016-04-29,,,,,
CUBI.F,2016-09-21,,,,,
CUBT,,Curative Biotechnology Inc,2007-10-30 00:00:00.000,Michaels,Paul,https://curativebiotech.com/
CUBWU,2024-06-18,,,,,
CUCO.H,,African Energy Metals Inc,2007-03-27 00:00:00.000,Baker,Jason,https://africanenergymetals.com/
CUCU,,Global Copper Corp,1988-12-20 00:00:00.000,Fairbairn,James,https://lithium3.com/
CUE,2018-01-02,Cue Biopharma Inc,2014-12-31 00:00:00.000,Passeri,Daniel,https://www.cuebiopharma.com/
CUEN,,Cuentas Inc,2005-09-21 00:00:00.000,Baruch,Adiv,https://cuentas.com/home.php?lang=en
CUH,,Copperhead Resources Inc,2022-02-18 00:00:00.000,Larsen,Matthew,https://copperheadresourcesinc.com/
CUII,,China United Insurance Service Inc,2010-06-04 00:00:00.000,Mao,Yi Hsiao,https://www.cuis.asia/
CUK,2007-08-20,Carnival plc (ADR),2000-07-19 00:00:00.000,Weinstein,Josh,http://www.carnivalcorp.com/
CULL,,"Cullman Bancorp, Inc.",2021-03-08 00:00:00.000,Parson,Robin,https://www.cullmansavingsbank.com/about-us/investor-relations
CULP,2017-07-13,Culp Inc,1972-03-16 00:00:00.000,Culp,Robert,https://www.culp.com/
CULT,,CULT Food Science Corp,1983-12-31 00:00:00.000,Rowe,Francis,https://www.cultfoodscience.com/
CULTIBAB,,Organizacion Cultiba SAB de CV,1987-07-30 00:00:00.000,Cortina Gallardo,Santiago Xavier,http://www2.cultiba.mx/
CUP.U,,Caribbean Utilities Company Ltd,1966-04-30 00:00:00.000,Hew,J. F. Richard,https://www.cuc-cayman.com
CUPA,,IC Capitalight Corp,2008-06-12 00:00:00.000,Johnson,Marc,https://www.capitalight.co/
CUPR,,Super Copper Corp,2019-01-23 00:00:00.000,Dymala-Dolesk,Zachary,https://supercopper.com/
CUPRUM,,AFP Cuprum SA,2012-10-05 00:00:00.000,Lavados Montes,Hugo,https://www6.cuprum.cl/
CUPUF,,Caribbean Utilities Company Ltd,1966-04-30 00:00:00.000,Hew,J.,http://www.cuc-cayman.com
CURA,,Curaleaf Holdings Inc,2014-11-13 00:00:00.000,Lusardi,Joseph,https://ir.curaleaf.com/
CURB,2024-10-01,,,,,
CURE,2011-06-16,,,,,
CURE.X,,Biocure Technology Inc,2007-08-24 00:00:00.000,Cheng,Yee Sing,https://biocuretech.com/
CURI,2020-10-15,Curiositystream Inc,2019-05-09 00:00:00.000,Stinchcomb,Clinton,https://curiositystream.com/
CURIW,2020-10-15,,,,,
CURR,2024-09-03,CURRENC Group Inc,2021-03-08 00:00:00.000,Ong Kong,Alexander,https://www.currencgroup.com/
CURV,2021-07-01,Torrid Holdings Inc,2019-10-29 00:00:00.000,Harper,Lisa,https://investors.torrid.com/overview/default.aspx
CUSI,,"Cuisine Solutions, Inc.",1974-11-20 00:00:00.000,Vilgrain,Stanislas,https://cuisinesolutions.com/
CUSN,,Cornish Metals Inc,2004-05-03 00:00:00.000,Turvey,Lodewyk,https://cornishmetals.com/
CUT,2007-11-12,,,,,
CUTR,2007-08-20,Cutera Inc,1998-08-10 00:00:00.000,Harris,Taylor,https://www.cutera.com/
CUU,,Copper Fox Metals Inc.,2005-07-12 00:00:00.000,Brown,Mark,https://copperfoxmetals.com/
CUZ,2007-08-20,Cousins Properties Inc,,Connolly,Michael,https://cousins.com/
CVAC,2020-08-14,CureVac BV,2020-04-07 00:00:00.000,Stephenne,Baron,https://www.curevac.com/
CVAR,2021-12-23,,,,,
CVAS,,"Creative Vistas, Inc.",1983-07-18 00:00:00.000,Burns,Dominic,http://www.creativevistasinc.com/
CVAT,,"Cavitation Technologies, Inc.",2006-05-08 00:00:00.000,Gordon,Roman,http://www.ctinanotech.com/
CVB,,Compass Gold Corp,2017-12-18 00:00:00.000,Phillips,Larry,https://compassgoldcorp.com/
CVBF,2007-08-20,CVB Financial Corp.,1981-04-27 00:00:00.000,Brager,David,https://www.cbbank.com/
CVCB3,,CVC Brasil Operadora e Agencia d Vgns SA,2009-03-25 00:00:00.000,Bandeira,Mateus,https://www.cvc.com.br/
CVCO,2007-08-20,"Cavco Industries, Inc.",2003-01-14 00:00:00.000,Boor,William,https://www.cavco.com/
