ticker,oldest_date,Name_,IncInDt,LastName,FirstName,URL
KNTK,2022-10-24,Kinetik Holdings Inc,2016-12-12 00:00:00.000,Welch,Jamie,https://www.kinetik.com/
KNW,2022-09-16,Know Labs Inc,1998-10-08 00:00:00.000,Bosua,Phillip,https://www.knowlabs.co/
KNX,2007-08-20,Knight-Swift Transportation Holdings Inc,2010-05-20 00:00:00.000,Knight,Gary,https://knight-swift.com/
KO,2007-08-20,Coca-Cola Co,1919-09-05 00:00:00.000,Quincey,James,https://www.coca-colacompany.com/
KOAN,,Apollo Biowellness Inc,2013-10-30 00:00:00.000,Morrison,Jim,https://www.resonateblends.com/
KOCG,2021-07-14,,,,,
KOCT,2019-10-01,,,,,
KOD,2018-10-04,,,,,
KODK,2013-11-04,Eastman Kodak Co,1901-10-16 00:00:00.000,Continenza,James,https://www.kodak.com/
KOF,2007-08-20,Coca-Cola Femsa SAB de CV (ADR),1991-11-22 00:00:00.000,Rodriguez Cofre,Daniel Alberto,https://coca-colafemsa.com/
KOFUBL,,Coca-Cola Femsa SAB de CV,1991-11-22 00:00:00.000,Rodriguez Cofre,Daniel Alberto,https://coca-colafemsa.com/
KOG,,Ko Gold Inc,2020-03-09 00:00:00.000,Teniere,Paul,https://www.kogoldnz.com/
KOKU,2020-04-08,,,,,
KOLD,2011-10-06,,,,,
KOLR,,"Kolorfusion International, Inc.",1995-05-17 00:00:00.000,LeFort,Thomas,http://www.kolorfusion.com/
KOMP,2018-10-23,,,,,
KONEF,,Wellbeing Digital Sciences Inc,2017-03-24 00:00:00.000,Guthrie,Najla,https://www.wellbeingdigital.co/
KONG,2021-07-22,,,,,
KOOL,2024-04-02,,,,,
KOP,2007-08-20,Koppers Holdings Inc.,2004-11-12 00:00:00.000,Ball,Leroy,http://investors.koppers.com/
KOPN,2007-08-20,Kopin Corp,1984-04-23 00:00:00.000,Murray,Michael,https://www.kopin.com/
KORE,2021-10-01,Kore Mining Ltd,1981-06-16 00:00:00.000,Henning,James,https://www.koremining.com/
KORE,2021-10-01,KORE Group Holdings Inc,2021-03-05 00:00:00.000,Totton,Ronald,https://www.cerberus.com/
KORP,2018-01-16,,,,,
KORU,2013-04-12,,,,,
KOS,2010-05-18,Kosmos Energy Ltd,2018-12-28 00:00:00.000,Inglis,Andrew,https://www.kosmosenergy.com/
KOSK,,Metawells Oil & Gas Inc,2004-06-21 00:00:00.000,Garfinkel,Dan,https://onestepvending.com/
KOSS,2007-08-20,KOSS Corp,1971-10-12 00:00:00.000,Koss,Michael,https://www.koss.com/
KPELY,,Keppel Ltd (ADR),1968-08-03 00:00:00.000,Loh,Chin Hua,https://www.kepcorp.com
KPLT,2021-06-10,,,,,
KPNT,,Kepuni Holdings Inc,2021-01-08 00:00:00.000,Cui,Xiaofei,http://kepuniir.com/
KPOP,2022-09-01,,,,,
KPRO,2024-02-08,,,,,
KPRX,2021-11-08,Kiora Pharmaceuticals Inc,2004-12-28 00:00:00.000,Strem,Brian,https://kiorapharma.com/
KPT,,KP Tissue Inc,2012-10-01 00:00:00.000,McArthur,Susan,https://www.kptissueinc.com/home
KPTI,2013-11-06,Karyopharm Therapeutics Inc,2008-12-22 00:00:00.000,Paulson,Richard,https://karyopharm.com/
KQQQ,2024-07-23,,,,,
KR,2007-08-20,Kroger Co,1902-04-03 00:00:00.000,Mcmullen,William,https://www.thekrogerco.com/
KRBN,2020-07-30,,,,,
KRBP,,Kiromic Biopharma Inc,2016-05-27 00:00:00.000,Bersani,Pietro,https://kiromic.com/
KRC,2007-08-20,Kilroy Realty Corp,1996-09-13 00:00:00.000,Aman,Angela,https://kilroyrealty.com/
KRE,2007-08-21,SPDR KBW Regional Banking (ETF),,Ross,James,https://www.spdrs.com/
KRED,,Konared Corp,2010-10-04 00:00:00.000,Tonkin,James,https://www.konared.com/
KREF,2017-05-05,KKR Real Estate Finance Trust Inc,2014-10-02 00:00:00.000,Salem,Matthew,https://www.kkrreit.com/
KREF.A,2021-04-26,,,,,
KRFG,,OneSolution Technology Inc,1995-09-08 00:00:00.000,Wong,Nga Yin,http://king-resources.com
KRG,2007-08-20,Kite Realty Group Trust,2004-03-29 00:00:00.000,Kite,John,https://kiterealty.com/
KRI,,Kobo Resources Inc,2018-04-27 00:00:00.000,Ricciuti,Frank,https://www.koboresources.com/
KRKR,2019-11-08,36Kr Holdings Inc - ADR,2018-12-03 00:00:00.000,Wei,Lin,https://ir.36kr.com/
KRMA,2016-07-12,,,,,
KRMD,2019-10-24,KORU Medical Systems Inc,2023-05-11 00:00:00.000,Tharby,Linda,https://www.korumedical.com/
KRN,,Karnalyte Resources Inc,2007-11-16 00:00:00.000,Pressello,Thomas,https://karnalyte.com/
KRNT,2015-04-02,Kornit Digital Ltd,2002-01-16 00:00:00.000,Samuel,Ronen,http://www.kornit.com
KRNY,2007-08-20,Kearny Financial Corp.,2014-09-02 00:00:00.000,Montanaro,Craig,https://kearny.q4ir.com/
KRO,2007-08-20,"Kronos Worldwide, Inc.",1989-10-13 00:00:00.000,Simmons,Michael,https://kronostio2.com/en/
KRON,2020-10-09,Kronos Bio Inc,2017-06-02 00:00:00.000,Bischofberger,Norbert,https://www.kronosbio.com/
KROP,2021-07-14,,,,,
KROS,2020-04-08,Keros Therapeutics Inc,2015-12-09 00:00:00.000,Seehra,Jasbir,https://www.kerostx.com/
KRP,2017-02-03,Kimbell Royalty Partners LP,2015-10-30 00:00:00.000,Ravnaas,Robert,https://kimbellrp.com/
KRRO,2023-11-06,Korro Bio Inc,2014-11-13 00:00:00.000,Aiyar,Ram,https://www.korrobio.com/
KRT,2021-04-15,Karat Packaging Inc,2018-09-28 00:00:00.000,Guo,Jian,https://karatpackaging.com
KRUS,2019-08-01,Kura Sushi USA Inc,2017-10-04 00:00:00.000,Uba,Hajime,https://kurasushi.com
KRUZ,2023-02-07,,,,,
KRY,,Koryx Copper Inc,1987-04-24 00:00:00.000,Daun,Heye,https://www.deepsouthresources.com/
KRYAY,,Kerry Group PLC - ADR,1985-12-23 00:00:00.000,Larkin,Marguerite,https://www.kerry.com/
KRYS,2017-09-20,Krystal Biotech Inc,2017-03-31 00:00:00.000,Krishnan,Krish,https://www.krystalbio.com/
KS,,Klondike Silver Corp,2005-03-02 00:00:00.000,Kennedy,Thomas,https://klondikesilver.com/
KSA,2015-09-21,,,,,
KSBI,,Ks Bancorp Inc,2018-08-17 00:00:00.000,Worley,Earl,https://www.ksbankinc.com/
KSCP,2022-01-27,Knightscope Inc,2013-04-04 00:00:00.000,Santana Li,William,https://www.knightscope.com
KSEA,2023-09-12,,,,,
KSEP,2024-09-03,,,,,
KSI,,Kneat.com Inc,2013-12-12 00:00:00.000,Fitzgerald,Kevin,https://kneat.com/
KSIH,,KS International Holdings Corp,2003-04-28 00:00:00.000,Mayer,Benjamin,http://www.kachingkaching.com
KSM,2007-08-20,,,,,
KSPI,2024-01-19,Kaspi.kz AO - ADR,2008-10-22 00:00:00.000,Lomtadze,Mikhail,https://ir.kaspi.kz/
KSPY,2024-07-16,,,,,
KSS,2007-08-20,Kohls Corp,1993-03-23 00:00:00.000,Gass,Michelle,https://corporate.kohls.com/
KSTR,2021-01-27,,,,,
KT,2007-08-20,KT Corp (ADR),1981-12-10 00:00:00.000,Kim,Yeong Seop,https://www.kt.com/
KTA,,Kingtitan Technology Ltd,2021-10-29 00:00:00.000,Xu,Zhenghua,https://www.ktatires.com/
KTB,2019-05-23,,,,,
KTCC,2007-08-20,,,,,
KTEC,2021-06-09,,,,,
KTEL,,KonaTel Inc,1986-06-24 00:00:00.000,Mcewen,D. Sean,https://www.konatel.com/
KTF,2007-08-20,DWS Municipal Income Trust,1988-08-03 00:00:00.000,Froewiss,Kenneth,https://www.dws-investments.com
KTH,2010-05-18,,,,,
KTL,,One Communications Ltd,1998-10-22 00:00:00.000,Phillips,Gary,https://onecomm.bm
KTN,2010-05-18,Kootenay Silver Inc,2006-11-09 00:00:00.000,Mcdonald,James,https://kootenaysilver.com/
KTO,,K2 Gold Corp,2011-05-03 00:00:00.000,Margarit,Anthony,https://k2gold.com/
KTOS,2007-08-20,Kratos Defense and Security Solutins Inc,1997-07-07 00:00:00.000,Lund,Deanna,https://www.kratosdefense.com/
KTR,,Kintavar Exploration Inc,2017-03-27 00:00:00.000,Mugerman,Kiril,https://kintavar.com/
KTRA,2020-08-20,,,,,
KTTA,2021-09-15,Pasithea Therapeutics Corp,2020-05-19 00:00:00.000,Bendiabdallah,Yassine,https://www.pasithea.com/
KUBR,,Kuber Resources Corp,1998-01-29 00:00:00.000,Chee,Yau Lam,https://kuberresources.com/
KUBTY,,Kubota Corp (ADR),1930-12-22 00:00:00.000,Hanada,Shingo,https://www.kubota.co.jp/
KUKE,2021-01-12,Kuke Music Holding Ltd - ADR,2017-09-13 00:00:00.000,Yu,He,https://www.kuke.com/
KULR,2021-06-07,KULR Technology Group Inc,2015-12-11 00:00:00.000,Mo,Michael,https://kulrtechnology.com/
KUOB,,Grupo Kuo SAB de CV,1973-08-28 00:00:00.000,Senderos Mestre,Fernando,http://www.kuo.com.mx/
KUR.H,,Kure Technologies Inc,1998-06-01 00:00:00.000,Wells,Victor,https://kuretechnologies.com/
KURA,2015-11-05,Kura Oncology Inc,2007-11-16 00:00:00.000,Wilson,Troy,https://www.kuraoncology.com/
KURE,2018-02-01,,,,,
KUT,,RediShred Capital Corp,2019-01-01 00:00:00.000,Hasham,Jeffrey,https://www.proshred.com/redishred/
KUU.H,,Kuuhubb Inc,2004-08-11 00:00:00.000,Keranen,Jouni,https://kuuhubb.com/
KUYA,,Kuya Silver Corp,2015-07-15 00:00:00.000,Aramayo,Christian,https://kuyasilver.com/
KVAC,2023-09-15,Keen Vision Acquisition Corp,2021-06-18 00:00:00.000,Davidkhanian,Alex,https://www.kv-ac.com/
KVACU,2023-07-25,,,,,
KVHI,2007-08-20,"KVH Industries, Inc.",1985-08-16 00:00:00.000,Bruun,Brent,https://www.kvh.com/
KVIL,,Kidville Inc,2004-07-21 00:00:00.000,Stenzler,Andy,https://kidville.com/
KVLE,2020-11-24,,,,,
KVM,,Kingsview Minerals Ltd,2018-10-02 00:00:00.000,Macintosh,James,https://www.kingsviewminerals.ca/
KVUE,2023-05-04,Kenvue Inc,2022-02-23 00:00:00.000,Mongon,Thibaut,https://www.kenvue.com
KVYO,2023-09-20,Klaviyo Inc,2012-09-14 00:00:00.000,Bialecki,Andrew,https://www.klaviyo.com/
KW,2007-12-04,Kingston Wharves Limited,1975-04-30 00:00:00.000,Stephenson,Grantley,https://kingstonwharves.com/
KW,2007-12-04,Kennedy-Wilson Holdings Inc,2007-07-09 00:00:00.000,Mcmorrow,William,https://www.kennedywilson.com/
KWE,2022-12-07,Kwesst Micro Systems Inc,2017-11-28 00:00:00.000,Preston,Elisabeth,https://kwesst.com/
KWEB,2013-08-02,,,,,
KWGBF,,KWG Resources Inc,2016-06-15 00:00:00.000,Flett,Douglas,https://canadachrome.com/
KWHIY,,Kawasaki Heavy Industries Ltd (ADR),,Nakatani,Hiroshi,https://www.khi.co.jp/
KWIK,,Kwikclick Inc,1993-11-16 00:00:00.000,Yates,Jeffrey,https://kwikclick.com
KWR,2007-08-20,Quaker Chemical Corp,1930-10-20 00:00:00.000,Tometich,Andrew,https://home.quakerhoughton.com/
KWT,2020-09-03,,,,,
KXI,2007-08-21,iShares S&P Global Consumer Staple(ETF),,Silver,Robert,http://www.ishares.com/
KXIN,2019-05-02,Kaixin Holdings,2016-11-28 00:00:00.000,Lin,Mingjun,https://ir.kaixin.com/
KXS,,Kinaxis Inc,2014-06-03 00:00:00.000,Sicard,John,https://www.kinaxis.com/
KYE,,Kayne Anderson Energy Total Return Fund,2005-03-31 00:00:00.000,McCarthy,Kevin,http://www.kaynefunds.com
KYMR,2020-08-21,Kymera Therapeutics Inc,2015-09-29 00:00:00.000,Mainolfi,Nello,https://www.kymeratx.com/
KYN,2007-08-20,Kayne Anderson Energy Infrstctr Fund Inc,2004-06-04 00:00:00.000,Baker,James,https://kaynefunds.com/kyn/
KYNC,,KYN Capital Group Inc,2004-11-04 00:00:00.000,Liu,Bo,https://kyncap.com/
KYOCY,,Kyocera Corp (ADR),1946-11-06 00:00:00.000,Ina,Norihiko,https://www.kyocera.co.jp/
KYS.H,,Kaymus Resources Inc,2004-03-29 00:00:00.000,Bowerman,Gordon,http://kaymus.ca/
KYTX,2024-02-08,Kyverna Therapeutics Inc,2018-06-14 00:00:00.000,Biddle,Warner,https://kyvernatx.com/
KZHXY,,Kazakhtelekom AO - ADR,2001-08-14 00:00:00.000,Yessekeyev,Kuanyshbek,https://telecom.kz/
KZIA,2017-11-24,Kazia Therapeutics Ltd (ADR),1994-03-18 00:00:00.000,Friend,John,https://www.kaziatherapeutics.com/
KZR,2018-06-21,Kezar Life Sciences Inc,2015-02-19 00:00:00.000,Kirk,Christopher,https://kezarlifesciences.com/
L,2007-08-20,Loews Corp,1969-11-12 00:00:00.000,Tisch,James,https://www.loews.com/
L,2007-08-20,Loblaw Companies Ltd,1980-05-07 00:00:00.000,Trius,Vicente,https://www.loblaw.ca/
LA,,Los Andes Copper Ltd,1983-06-07 00:00:00.000,Porcile,Fernando,https://www.losandescopper.com/
LAAC,2023-10-04,Lithium Americas (Argentina) Corp,2007-11-27 00:00:00.000,Pigott,Samuel,https://www.lithiumamericas.com/
LAB,2022-04-06,Labrador Gold Corp,1987-04-24 00:00:00.000,Moss,Roger,http://www.nikosexplorations.com/
LAB,2022-04-06,Standard Biotools Inc,2007-03-29 00:00:00.000,Egholm,Michael,https://www.standardbio.com/
LABB,,Genomma Lab Internacional SAB de CV,1996-10-30 00:00:00.000,Brake Valderrama,Jorge Luis,https://www.genommalab.com/
LABD,2015-06-01,,,,,
LABS,,Medipharm Labs Corp,2017-01-23 00:00:00.000,Pidduck,David,https://www.medipharmlabs.com/
LABU,2015-06-01,,,,,
LAC,2018-01-25,Lithium Americas Corp,2023-01-23 00:00:00.000,Dushnisky,Kelvin,https://lithiumamericas.com/overview/default.aspx
LACGO,,Spire Missouri Inc,,Sitherwood,Suzanne,https://www.spireenergy.com/
LACOMERUBC,,La Comer SAB De CV,2016-01-04 00:00:00.000,Gonzalez Zabalegui,Alejandro,https://www.lacomer.com.mx/
LAD,2007-08-20,Lithia Motors Inc,1968-12-23 00:00:00.000,Deboer,Bryan,https://www.lithia.com/
LADR,2014-02-06,Ladder Capital Corp,2013-05-21 00:00:00.000,Mccormack,Pamela,https://www.laddercapital.com/
LADX,,LadRx Corp,1985-02-28 00:00:00.000,Ignarro,Louis,https://www.ladrxcorp.com/
LAEC,,Loyalty Alliance Enterprise Corp (ADR),2009-09-17 00:00:00.000,Wang,Deborah,http://www.loyalty-alliance.com/
LAES,2023-05-24,Sealsq Corp,2022-04-01 00:00:00.000,Moreira,Carlos,https://www.sealsq.com/
LAIVEBC1,,Laive SA,1910-10-20 00:00:00.000,Moreyra Mujica,Francisco,https://laive.pe/
LAKE,2007-08-20,"Lakeland Industries, Inc.",1986-04-30 00:00:00.000,Jenkins,James,https://www.lakeland.com/
LALAB,,Grupo Lala SAB De CV,,Celis Ordaz,Arquimedes Adriano,https://www.lala.com.mx/
LALT,2023-02-01,,,,,
LAM,,Laramide Resources Ltd.,1996-06-27 00:00:00.000,Henderson,Marc,https://www.laramide.com/
LAMOSA*,,Grupo Lamosa SAB de CV,1930-02-13 00:00:00.000,Toussaint Elosua,Federico,https://lamosa.com/
LAMR,2007-08-20,Lamar Advertising Co,2014-05-16 00:00:00.000,Reilly,Kevin,https://www.lamar.com/
LANC,2007-08-20,Lancaster Colony Corp.,1991-10-11 00:00:00.000,Ciesinski,David,https://www.lancastercolony.com/
LAND,2013-01-30,Gladstone Land Corp,2011-03-24 00:00:00.000,Gladstone,David,https://www.gladstonefarms.com/
LANDM,2021-01-25,,,,,
LANDO,2020-10-19,,,,,
LANDP,2023-06-08,,,,,
LANV,2022-12-15,,,,,
LANZ,,"Lancer Orthodontics, Inc.",1967-08-25 00:00:00.000,Barbieri,Allen,http://www.lancerortho.com/
LAPR,2024-04-01,,,,,
LAREDOC1,,Agroindustrial Laredo SAA,1997-06-10 00:00:00.000,Belalcazar Hernandez,Rodrigo Alberto,http://www.agroindustriallaredo.com/
LARK,2007-08-28,,,,,
LAS.A,,Lassonde Industries Inc,1981-09-03 00:00:00.000,Lassonde,Nathalie,https://www.lassonde.com/en/
LASCONDES,,Clinica Las Condes SA,1979-06-20 00:00:00.000,Lizana Siri,Carlos,https://www.clinicalascondes.cl/
LASD,,Lasco Distributors Ltd,1988-05-17 00:00:00.000,De Silva,John,https://www.lascojamaica.com/distributors/
LASE,2022-09-30,Laser Photonics Corp,2021-03-01 00:00:00.000,Tupuola,Wayne,https://www.laserphotonics.com/
LASEG*,,La Latinoamericana Seguros SA,1906-04-30 00:00:00.000,Amerlinck Corsi,Miguel,http://www.latinoseguros.com.mx/
LASITEB-1,,Sitios Latinoamerica SAB de CV,2022-08-08 00:00:00.000,Elias Ayub,Arturo,https://siteslatam.com/
LASR,2018-04-26,Nlight Inc,2000-07-27 00:00:00.000,Keeney,Scott,https://www.nlight.net/
LAT,,LSM Holding Company LLC,2006-11-13 00:00:00.000,DiSantis,B. Christopher,http://www.latrobemetals.com/
LATG,2022-03-18,Chenghe Acquisition I Co,2021-05-20 00:00:00.000,Cremoux,Gerard,https://www.latamgrowthspac.com/
LATGU,2022-01-25,,,,,
LAUR,2017-02-01,Laureate Education Inc,2015-10-01 00:00:00.000,Serck-Hanssen,Eilif,https://www.laureate.net/
LAW,2021-07-21,CS Disco Inc,2013-12-01 00:00:00.000,Friedrichsen,Eric,https://www.csdisco.com/
LAZ,2007-08-20,Lazard Inc,2024-01-01 00:00:00.000,Orszag,Peter,https://www.lazard.com/
LAZR,2020-12-03,Luminar Technologies Inc,2018-08-28 00:00:00.000,Russell,Austin,https://www.luminartech.com/
LB,2024-06-28,Laurentian Bank of Canada,1995-03-21 00:00:00.000,Provost,Eric,https://www.laurentianbank.ca/
LB,2024-06-28,LandBridge Co LLC,2023-09-27 00:00:00.000,Capobianco,David,https://www.landbridgeco.com/
LBAS,,Location Based Technologies Inc,2006-04-20 00:00:00.000,Mejia,Desiree,https://www.locationbasedtech.com/
LBAY,2020-11-17,,,,,
LBC,,Libero Copper & Gold Corp,2021-06-25 00:00:00.000,Harris,Ian,https://www.liberocopper.com/
LBGJ,2024-10-23,LI Bang International Corporation Inc,2021-07-08 00:00:00.000,Huang,Feng,http://www.libangco.cn/
LBI,,Lions Bay Capital Inc,2010-04-19 00:00:00.000,Balic,Anthony,https://lionsbaycapital.com/
LBL.H,,Lattice Biologics Ltd,,Cook,Guy,http://www.latticebiologics.com
LBNK,,LithiumBank Resources Corp,2019-05-31 00:00:00.000,Matysek,Paul,https://www.lithiumbank.ca
LBO,2023-11-30,,,,,
LBPH,2021-03-12,,,,,
LBRDA,2014-11-07,Liberty Broadband Corp,2014-06-26 00:00:00.000,Maffei,Gregory,https://www.libertybroadband.com/
LBRDK,2014-11-07,,,,,
LBRDP,2020-12-22,,,,,
LBRG,,"Ladybug Resource Group, Inc.",2007-11-27 00:00:00.000,Trace,Mitchell,http://www.ladybugrg.com/
LBRT,2018-01-12,Liberty Energy Inc,2016-12-21 00:00:00.000,Wright,Christopher,https://www.libertyenergy.com/
LBS,,Life & Banc Split Corp,2006-09-06 00:00:00.000,Kikuchi,Craig,http://www.bromptongroup.com
LBSR,,Liberty Star Uranium & Metals Corp,2001-08-20 00:00:00.000,Gross,Brett,https://www.libertystaruranium.com/
LBTD,,Lotus Bio-Technology Development Corp,2011-03-24 00:00:00.000,Ko,William,http://www.starflick.com/
LBTI,,Lithium & Boron Technology Inc,2006-08-04 00:00:00.000,Zhang,Jimin,http://www.smartheatinc.com/
LBTYA,2007-08-20,Liberty Global Ltd,2022-07-27 00:00:00.000,Fries,Michael,https://www.libertyglobal.com/
LBTYB,2007-08-20,,,,,
LBTYK,2007-08-20,,,,,
LBUY,,Leafbuyer Technologies Inc,2014-10-16 00:00:00.000,Rossner,Kurt,https://www.tech.leafbuyer.com/
LBYE,,Liberty Energy Corp,2006-06-06 00:00:00.000,Roy,Arthur,http://www.libertyenergycorp.com/
LC,2014-12-11,LendingClub Corp,2006-10-02 00:00:00.000,Casey,Thomas,https://www.lendingclub.com/
LCAM3,,Companhia de Locacao das Americas,2008-07-18 00:00:00.000,Guerra de Resende,Sergio Augusto,https://frotas.unidas.com.br/
LCDS,2024-08-09,,,,,
LCDX,,Caliber Imaging & Diagnostics Inc,2014-11-03 00:00:00.000,Hone,L. Michael,https://caliberid.com/
LCE,,Century Lithium Corp,1991-08-23 00:00:00.000,Willoughby,William,https://www.centurylithium.com/
LCF,2022-07-29,,,,,
LCFS,,Tidewater Renewables Ltd,2021-05-11 00:00:00.000,Baines,Jeremy,https://tidewater-renewables.com/
LCFY,2022-03-25,Locafy Ltd,2009-04-23 00:00:00.000,Tan,Melvin,https://www.locafy.com
LCFYW,2022-12-08,,,,,
LCG,2020-08-27,,,,,
LCID,2021-07-26,Lucid Group Inc,2020-04-30 00:00:00.000,Rawlinson,Peter,https://www.lucidmotors.com/
LCII,2017-01-03,LCI Industries,1984-03-20 00:00:00.000,Lippert,Jason,https://www.lci1.com/
LCLG,2022-08-08,,,,,
LCNB,2007-08-20,LCNB Corp,1998-12-22 00:00:00.000,Krehbiel,Anne,https://www.lcnbcorp.com/
LCR,2020-01-06,,,,,
LCTC,,Lifeloc Technologies Inc,1983-12-30 00:00:00.000,Willkomm,Wayne,https://www.lifeloc.com/
LCTD,2021-04-08,,,,,
LCTU,2021-04-08,,,,,
LCTX,2019-08-12,Lineage Cell Therapeutics Inc,1990-11-30 00:00:00.000,Culley,Brian,https://lineagecell.com/
LCUT,2007-08-20,Lifetime Brands Inc,1983-12-22 00:00:00.000,Kay,Robert,https://www.lifetimebrands.com/
LCX,,Lycos Energy Inc,2006-05-08 00:00:00.000,Burton,David,https://lycosenergy.com/
LDDD,,Longduoduo Co Ltd,2021-10-25 00:00:00.000,Xu,Huibo,http://www.longduoduo.net/
LDEM,2020-02-11,,,,,
LDI,2021-02-11,Loandepot Inc,2020-11-06 00:00:00.000,Martell,Frank,https://www.loandepot.com/
LDOS,2013-10-02,Leidos Holdings Inc,2005-08-12 00:00:00.000,Bell,Thomas,https://www.leidos.com/
LDP,2012-07-27,Cohen & Steers Ltd DrtnPrfrrd&IncmFndInc,2012-05-01 00:00:00.000,Steers,Robert,https://www.cohenandsteers.com/funds/details/limited-duration-preferred-and-income-fund
LDRC,2024-11-08,,,,,
LDRH,2024-11-11,,,,,
LDRI,2024-11-11,,,,,
LDRT,2024-11-11,,,,,
LDSF,2019-01-07,,,,,
LDSN,,Luduson G Inc,2014-03-06 00:00:00.000,Cheung,Lap Yan,https://www.luduson.com/
LDTC,2023-12-22,LeddarTech Holdings Inc.,2023-12-21 00:00:00.000,Saintellemy,Frantz,https://leddartech.com/
LDUR,2014-01-27,,,,,
LDWY,2023-08-04,Lendway Inc,2023-08-04 00:00:00.000,Glancy,Kristine,https://insigniasystems.com/
LE,2014-04-09,Lands End Inc,1986-08-19 00:00:00.000,Mclean,Andrew,https://www.landsend.com
LEA,2009-11-10,Lear Corp,1987-01-13 00:00:00.000,Scott,Raymond,https://www.lear.com/
LEAD,2016-01-06,,,,,
LEAT,,Leatt Corp,2005-03-11 00:00:00.000,Macdonald,Sean,http://leatt-corp.com/
LECIY,,Lecico Egypt SAE - ADR,1975-01-01 00:00:00.000,Gargour,Taher,https://lecicoegypt.com/
LECO,2007-08-20,Lincoln Electric Holdings Inc,1998-01-22 00:00:00.000,Mapes,Christopher,https://www.lincolnelectric.com/en/
LEDE2,,Ledesma SAAI,1914-06-25 00:00:00.000,Blaquier,Alejandro,https://www.ledesma.com.ar/
LEDS,2010-12-09,Semileds Corp,2005-01-04 00:00:00.000,Doan,Trung,https://www.semileds.com/
LEE,2021-04-19,Lee Enterprises Inc,1950-09-22 00:00:00.000,Mowbray,Kevin,https://lee.net/
LEEN,,Leopard Energy Inc,2002-07-15 00:00:00.000,Cattaneo,Andrea,https://cyberappsworld.com/
LEG,2007-08-20,Leggett & Platt Inc,1901-02-23 00:00:00.000,Dolloff,Jack,https://leggett.com/
LEGH,2018-12-14,Legacy Housing Corp,2018-01-01 00:00:00.000,Hodgson,Curtis,https://legacyhousingcorp.com
LEGN,2020-06-05,Legend Biotech Corp (ADR),,Zhang,Frank,https://investors.legendbiotech.com/
LEGR,2018-01-25,,,,,
LEGT,2024-03-28,,,,,
LEGT.UN,2024-02-06,,,,,
LEJUY,,Leju Holdings Ltd (ADR),2013-11-20 00:00:00.000,He,Yinyu,http://leju.com/
LEM,,Leading Edge Materials Corp,2010-10-27 00:00:00.000,Saxon,Mark,https://leadingedgematerials.com/
LEMB,2011-10-21,,,,,
LEN,2007-08-20,Lennar Corp,1991-09-06 00:00:00.000,Beckwitt,Richard,https://www.lennar.com/
LEN.B,2012-09-28,,,,,
LENZ,2024-03-22,Lenz Therapeutics Inc,2019-10-29 00:00:00.000,Schimmelpennink,Eef,https://graphitebio.com/
LEO,2007-08-20,Lion Copper and Gold Corp,1993-05-11 00:00:00.000,Naugle,Charles,https://www.lioncg.com/
LESL,2020-10-29,Leslie's Inc,2007-02-06 00:00:00.000,Mcdonell,Jason,https://lesliespool.com/
LET.H,,Letho Resources Corp,2005-07-25 00:00:00.000,Kapotas,Sotirios,https://lethoresources.weebly.com/
LEU,2015-03-16,Centrus Energy Corp,1998-06-29 00:00:00.000,Vexler,Amir,https://www.centrusenergy.com/
LEV,2021-05-07,Lion Electric Co,2008-07-28 00:00:00.000,Bedard,Marc,https://thelionelectric.com/
LEVI,2019-03-21,Levi Strauss & Co,1970-11-23 00:00:00.000,Gass,Michelle,https://www.levistrauss.com/
LEWY,,4Leaf Services Inc,2021-10-12 00:00:00.000,Lee,S.,https://www.leewayservices.com
LEXI,2021-07-01,Lithium Energi Exploration Inc,1998-02-13 00:00:00.000,Howard,Steven,https://lithiumenergi.com/
LEXT,,Lexston Mining Corp,2020-01-04 00:00:00.000,Manhas,Jatinder,https://lexston.ca/
LEXX,2021-01-12,Lexaria Bioscience Corp,2004-12-09 00:00:00.000,Docherty,John,https://www.lexariabioscience.com/
LFAE,2024-09-16,,,,,
LFAF,2024-09-17,,,,,
LFAI,2024-09-17,,,,,
LFAJ,2024-09-17,,,,,
LFAK,2024-09-17,,,,,
LFAL,2024-09-17,,,,,
LFAN,2024-09-09,,,,,
LFAO,2024-09-17,,,,,
LFAP,,LGBTQ Loyalty Holdings Inc,2010-11-23 00:00:00.000,Blair,Robert,https://lgbtqloyalty.com/
LFAQ,2024-09-17,,,,,
LFAR,2024-09-17,,,,,
LFAU,2024-09-17,,,,,
LFAV,2024-09-09,,,,,
LFAW,2024-09-17,,,,,
LFAX,2024-09-16,,,,,
LFAZ,2024-09-17,,,,,
LFBB,2024-09-17,,,,,
LFCR,2022-11-15,Lifecore Biomedical Inc,2007-08-22 00:00:00.000,Josephs,Paul,https://www.lifecore.com/
LFEQ,2017-10-05,,,,,
LFEV,,Life Electric Vehicles Holdings Inc,2021-10-19 00:00:00.000,Henderson,George,https://lifeevgroup.com/
LFLR,,LaFleur Minerals Inc,2017-01-27 00:00:00.000,Malhi,Kulwant,https://quebecpegmatite.com/
LFLY,2022-02-07,Leafly Holdings Inc,2019-06-20 00:00:00.000,Lee,Peter,https://investor.leafly.com/overview/default.aspx
LFLYW,2022-02-07,,,,,
LFMD,2021-02-22,LifeMD Inc,1994-06-21 00:00:00.000,Schreiber,Justin,https://lifemd.com/
LFMDP,2021-10-05,,,,,
LFNT,,LFNT Resources Corp,2022-06-23 00:00:00.000,Hobbs,Braydon,https://lfnt.ca/
